incorrectPath,questionSet,statusFolder,invariantId,referenceName,referenceKind,referenceSource,sameSupportContext,sameOracleAst,samePreludeText,calledSymbols,incorrectBody,referenceBody,rawAstFingerprint
"trash_fol/both/xdCrKjqbEj3qSsz63_inv7.als","trash_fol","BOTH","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/over/XPzTTntMuQk4tqbPp_inv7.als","trash_fol","OVERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f : File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/over/ccMJAhGspd5gMWyAH_inv7.als","trash_fol","OVERCONSTRAINED","inv7","inv7_correct_4","correct-student","trash_fol/correct/33QgETcqYYKP8acQd_inv7.als",false,true,true,"isLinked@{PrimitiveBoolean}","all f:File | isLinked[f] implies f not in Trash","all f:File | isLinked[f] implies f not in Trash","4:Body[441:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]247:4:Body[235:24:BinaryFormula:op=IMPLIES[71:44:CallFormula:name=isLinked@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/over/xSztZ9dTXTSjDCn9t_inv7.als","trash_fol","OVERCONSTRAINED","inv7","inv7_correct_4","correct-student","trash_fol/correct/33QgETcqYYKP8acQd_inv7.als",false,true,true,"isLinked@{PrimitiveBoolean}","all f:File | isLinked[f] implies f not in Trash","all f:File | isLinked[f] implies f not in Trash","4:Body[441:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]247:4:Body[235:24:BinaryFormula:op=IMPLIES[71:44:CallFormula:name=isLinked@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/9DdMyzk8BHwNfHLph_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/aqfvTx4ehygP5kpBg_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_4","correct-student","trash_fol/correct/33QgETcqYYKP8acQd_inv7.als",false,true,true,"isLinked@{PrimitiveBoolean}","all f:File | isLinked[f] implies f not in Trash","all f:File | isLinked[f] implies f not in Trash","4:Body[441:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]247:4:Body[235:24:BinaryFormula:op=IMPLIES[71:44:CallFormula:name=isLinked@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/cx4vykoodrKSWpvNN_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/eixp6ZiCXxpRLXCk2_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/gNtbSJjThZGJPgs3S_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
"trash_fol/under/pyeyYrNBr6stkgtMH_inv7.als","trash_fol","UNDERCONSTRAINED","inv7","inv7_correct_3","correct-student","trash_fol/correct/2sRwQSRnk2LooJkNi_inv7.als",false,true,true,"isLink@{PrimitiveBoolean}","all f:File | isLink[f] implies f not in Trash","all f:File | isLink[f] implies f not in Trash","4:Body[439:16:QtFormula:op=ALL[165:37:VarDecl:disjoint=false:variable=false[19:14:VarExpr:name=f[]98:16:UnaryExpr:op=ONE[74:17:UnaryExpr:op=NOOP[49:44:SigExpr:name=File@{this/File}:variable=false[]]]]245:4:Body[233:24:BinaryFormula:op=IMPLIES[69:42:CallFormula:name=isLink@{PrimitiveBoolean}[19:14:VarExpr:name=f[]]128:23:BinaryFormula:op=NOT_IN[19:14:VarExpr:name=f[]75:17:UnaryExpr:op=NOOP[50:45:SigExpr:name=Trash@{this/File}:variable=false[]]]]]]]"
