relativePath,questionSet,statusFolder,invariantId,studentPredicate,oraclePredicate,reason
"classroom_fol/correct/82gCBxE4d4ZC6p6AF_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/8B9FFYjiPeZZXp3vw_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/8NWSjrWA73GbzFEAe_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/8xfT9tBpSyrhMuShq_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/9GSkErexG34ZsWfX5_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/9Zr36nBekJGbCYLaj_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/9byWDyHwsfHp3jp3T_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/9jBeMqjnG38Z8igBm_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/9ur42LFqqRXRi2a8S_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/A29AJ6ciSdj6Q5pA7_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/A2xqCdq2PLnCHGmiA_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/AQWswx3NZybmfsTfs_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/AiQWX5m59Hh345mwM_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/AxEKqMLvZqhZBp44m_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BCi7WczRtnQd4jNA3_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BDQMqmxYmYu35tB8s_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BLxYx3iATHkcmAF68_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BZo5PBawj5ihNtWMg_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BcZyS7xzWNEA4QfdL_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Bj67kKQx4G5sj7Dwn_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/BxNJpotECXdLPhmJf_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/C3jCExpoLotvTLFLx_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/C62t8ijqeYw9GTear_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/C99QR9QPCMGMkZQPM_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/CcHQjRCP4LnAivx88_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/CkRz3FNWLC4Do5pqE_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/CsCPShXkBHqz2gBTM_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/DX4Ny3nxJXmZtdCve_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/DaYoKHj9sFwPLLaDE_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Dxe34d7cqZ6nio4My_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/E5N4oCFjPZSuwmj4A_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/EaS3LtLiqorJYTE5g_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Eg6SxJS8e59o3YQPA_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/EzcNSLrMXEajHBjEx_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/F2KMcvNfRjQ6rHpqq_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/F64dD5kSeQRe5fPuA_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/F7xeQrqHZNdJoJJjr_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/FAATdNueew6Kb3zbL_inv10.als","classroom_fol","CORRECT","inv10","inv10","inv10c","student-oracle-raw-ast-identical"
"classroom_fol/correct/FTGTvnEBTwv3Dudf7_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/FbvFpmWh7EgDzoXrn_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/FiAoFM9qSg3RCCfsW_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Frhs8sxb9XHNP2Tzq_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GBmej8fXTMBssk4sb_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GWKFhe5ae8aBwiCyi_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GYtQEHktmFs8FrN92_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GcRefLTTJuz7RSDdq_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GekKTySShNcSDqzzT_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/GqqE6Dek47kzPTkij_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/H4kZeiHczhsSpm5JN_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HG2KvZzYrJnMqZzPc_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HZ3JiJtCbkfmaPji3_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HhEA85bE9hWt6jehE_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HjJ4L9iKkmmdAkNBB_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HjkMZd7zAsNzaJrRn_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/HyBa7vWaii8HNpucr_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/J2etjqZTvRHiPA3uy_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/JASAepyW9eg8TyDAm_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/JHZsCRAvydiajNXgW_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/JTt3vBtZcNpHPvMmt_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Jm97tFLGXoMDeMoi6_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/JtPaFMrJjRJYgJciT_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/KAWqDzcY492b7QHz6_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/KLRAXo4gg7LZLKu8i_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/KaGDkKvshRgbztqiC_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/L9wBkeo2Absxrmkq6_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Lc3JQDHof4TzZp7NM_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MDzCjLQuprEG8AhiZ_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MMLgDzyHP8AGJDg7k_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MTnhBQopkerqyFR7p_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MaZLtxYs66LN6r2et_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MpPRmJATqj67iyPJx_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Mr8aDTGDqLNqf78A6_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/MvMR2sKeqw26XP3xr_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/NNSECps6hNLNkGYZy_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/NTFaf7gGyKkyN94jM_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/NpcPCRWJTF5WkzQ6T_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/NrSGMLedteQqpfaAr_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/PJXw5duz7ANf2Z7Jh_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/PQoQJT9BYcoKQJ4D3_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/PQqqZacPiBbXNeYQW_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/PbHrTMywshm7spH3o_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/QNdr9ibCYvnsaC2jJ_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/QSDmQNaYgNodpzo7w_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/QdAnuxpLtoMfoA68M_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/QvhsooYb2syudMJip_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RBguQ2qaGesNBSrPy_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RGS5uGbDXoWxy7La9_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RNAeYLEJM9jQ4WHp2_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RPiaiJqr3383KxsK4_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RXRKjMjBSMZ8qQAcQ_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/RawvgojufaN5tvnXt_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/S5Pf4FGKELajeMbTQ_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Sc9CeTBtw5QSqhWqj_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/SoaSN84AKsJjaSC8n_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/SpXGP72HQ67Ba8spW_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/T2vt7AfiXFK29xNGE_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/TRs7Bqg6BNtGCKxQg_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/TkgRuCrANF2P7btLv_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Tv9uFE3pLGY47Qqn9_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/WLTxhtnbos8kYPtoM_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/WPSJ2p8fFeLT25yoW_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/WT58vQo88GwPpgKB4_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XASC6k6twHCgkDeyd_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XFF9EpikQgdeHgzwh_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XG3tfB68ZDBHJoYsr_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XGSvRZLhGKGBEFYGM_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XHpffQ2WmuzhgzuD2_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XXAdiMCsKb5HejDXC_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XnTAjRtTSKGNeKdzN_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/XuqTpw7GwtbzeLZty_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YHagd289iHEZnYr2K_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YHvMMpJShvGYv5GHa_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YaYtoPoHBC2MD2RNk_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YcSgPQT5GA4muqDg5_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YiyZWBjDiFc4cFggQ_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YmPaaJbtAu4xoiMmr_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/YopcSWQwJ9Qb74buE_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/ZGt86y9G2F5J6Kg5G_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/ZdeXTWQDT2XczpGxC_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/ZeQBXhpqWZCCtEjEP_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Zh2u3TmKyQmbTzrvL_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/Zjq5y5FAzeN8d78eW_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/aGm2PwpNnjxdJunEP_inv5.als","classroom_fol","CORRECT","inv5","inv5","inv5c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bHMtaLNNABo9KDN6C_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bP5jyDN3vNJvdPns8_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/baTw2Losy7oGNa8ZG_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bau2GLtrpQ4bvaC3k_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/beKQ6tQdzZtJRgeKd_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bfjN4PmRXP9YK8sat_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bjwQrYf8ErjrM5bRL_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bmBzEGWFoj2L7Lmtw_inv6.als","classroom_fol","CORRECT","inv6","inv6","inv6c","student-oracle-raw-ast-identical"
"classroom_fol/correct/bpoY3FvCX2H2QkwoT_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/c8y4BgrWJ59AyF3jF_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/cWhuum6NvHPkQDdpa_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/cX5xtRhNRs4xz7NTt_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/d9ZeMfLnMaxiGgatv_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/dfGGaDqaz2bqSAE9y_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/dyZw5n83kPFhxwLLC_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/e4ohGMSqMnoTzt9rC_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/e6xbgdErqrJQcFfoy_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/eE885QQtS4pCiTAtA_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/f4uiit3xiwKNESoMq_inv3.als","classroom_fol","CORRECT","inv3","inv3","inv3c","student-oracle-raw-ast-identical"
"classroom_fol/correct/fWb5PMixrw8e4BE9z_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/fp3uHgem8PeCfu5yg_inv8.als","classroom_fol","CORRECT","inv8","inv8","inv8c","student-oracle-raw-ast-identical"
"classroom_fol/correct/gYZrehN4sRmspgWgG_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/gadxAfMZciW9rF2Lz_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/gbq5PByBkDtbKQex7_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
"classroom_fol/correct/grJW9KWpwMba27LxY_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/gzGwQuhqSMfSLwWmh_inv2.als","classroom_fol","CORRECT","inv2","inv2","inv2c","student-oracle-raw-ast-identical"
"classroom_fol/correct/h544eY2sf8cRumx5G_inv4.als","classroom_fol","CORRECT","inv4","inv4","inv4c","student-oracle-raw-ast-identical"
"classroom_fol/correct/hKoXZsNrCb4Am6CoP_inv1.als","classroom_fol","CORRECT","inv1","inv1","inv1c","student-oracle-raw-ast-identical"
